
17:03:54,81,Checking,Safe
17:03:56,81,Checking,Safe
17:03:57,81,Checking,Safe
17:04:06,81,Checking,Safe
17:04:08,81,Checking,Safe
17:04:17,81,Authorised,Safe
17:04:18,81,Authorised,Safe
17:04:20,81,Authorised,Safe
17:04:22,81,Authorised,Safe
17:04:23,81,Authorised,Safe
17:04:25,81,Authorised,Safe
17:04:27,77,Authorised,Safe
17:04:28,66,Authorised,Safe
17:04:30,69,Checking,Safe
17:04:32,68,Checking,Safe
17:04:34,54,Checking,Safe
17:04:36,54,Checking,Safe
17:04:38,54,Checking,Safe
17:04:39,54,Checking,Safe
17:04:41,33,Checking,Safe
17:04:43,34,Checking,Safe
17:04:45,39,Unauthorised,Safe
17:04:47,39,Unauthorised,Safe
17:04:48,39,Unauthorised,Safe
17:04:50,38,Unauthorised,Safe
17:05:22,39,Checking,Safe
17:05:23,36,Checking,Safe
17:05:25,39,Checking,Safe
17:05:27,39,Checking,Safe
17:05:29,39,Checking,Safe
17:05:30,36,Checking,Safe
17:05:32,39,Checking,Safe
17:05:34,23,Checking,Safe
17:05:36,23,Checking,Safe
17:05:38,23,Checking,Safe
17:05:40,24,Checking,Safe
17:05:42,23,Checking,Safe
17:05:44,30,Checking,Safe
17:05:46,33,Unauthorised,Safe
17:05:48,33,Unauthorised,Safe
17:05:50,48,Unauthorised,Safe
17:05:52,51,Unauthorised,Safe
17:05:54,51,Unauthorised,Safe
17:05:55,72,Unauthorised,Safe
17:05:57,72,Unauthorised,Safe
17:05:59,72,Unauthorised,Safe
17:06:01,72,Unauthorised,Safe
17:06:03,72,Unauthorised,Safe
17:06:05,69,Checking,Safe
17:06:07,84,Checking,Safe
17:06:09,84,Checking,Safe
17:06:12,84,Checking,Safe
17:06:14,84,Checking,Safe
17:06:16,84,Checking,Safe
17:06:18,98,Checking,Safe
17:06:21,84,Checking,Safe
17:06:23,83,Checking,Safe
17:06:25,84,Checking,Safe
17:06:28,84,Checking,Safe
17:06:30,84,Checking,Safe
17:06:32,84,Checking,Safe
17:06:34,83,Checking,Safe
21:14:34,2,Checking,Safe
21:14:36,2,Checking,Safe
21:14:37,2,Checking,Safe
21:14:39,2,Checking,Safe
21:15:03,5,Checking,Safe
21:15:40,5,Checking,Safe
21:15:42,2,Checking,Safe
21:15:43,2,Checking,Safe
21:15:45,5,Checking,Safe
21:15:47,5,Checking,Safe
21:15:48,5,Checking,Safe
21:15:50,5,Checking,Safe
21:15:52,2,Checking,Safe
21:15:54,2,Checking,Safe
21:15:55,5,Checking,Safe
21:15:57,2,Checking,Safe
21:15:59,5,Checking,Safe
21:16:01,5,Checking,Safe
21:16:02,5,Checking,Safe
21:16:04,5,Checking,Safe
21:16:06,5,Checking,Safe
21:16:08,2,Checking,Safe
21:17:48,5,Checking,Safe
21:17:49,5,Checking,Safe
21:17:51,5,Checking,Safe
21:17:53,5,Checking,Safe
21:17:54,2,Checking,Safe
21:17:56,5,Checking,Safe
21:18:02,5,Checking,Safe
21:18:04,2,Checking,Safe
21:18:05,2,Checking,Safe
21:18:07,5,Checking,Safe
21:18:09,2,Checking,Safe
21:18:11,2,Checking,Safe
21:18:17,2,Checking,Safe
21:18:18,2,Unauthorised,Safe
21:18:20,5,Unauthorised,Safe
21:18:22,2,Unauthorised,Safe
21:18:24,2,Unauthorised,Safe
21:18:25,2,Unauthorised,Safe
21:18:27,2,Unauthorised,Safe
21:18:29,2,Unauthorised,Safe
21:18:30,2,Unauthorised,Safe
21:18:32,5,Unauthorised,Safe
21:18:34,5,Unauthorised,Safe
21:18:36,2,Checking,Safe
21:18:37,5,Checking,Safe
21:18:39,5,Checking,Safe
21:18:41,5,Checking,Safe
21:19:05,2,Checking,Safe
21:19:07,5,Checking,Safe
21:19:09,5,Checking,Safe
21:19:12,5,Checking,Safe
21:19:13,5,Checking,Safe
21:19:15,5,Checking,Safe
21:19:18,2,Checking,Safe
21:19:19,5,Checking,Safe
21:19:21,5,Checking,Safe
21:19:23,5,Checking,Safe
21:19:36,2,Checking,Safe
21:19:38,5,Checking,Safe
21:19:39,5,Checking,Safe
21:19:41,5,Checking,Safe
21:19:43,2,Checking,Safe
21:19:45,5,Checking,Safe
21:19:46,2,Checking,Safe
21:20:11,2,Checking,Safe
21:20:12,5,Checking,Safe
21:20:14,2,Checking,Safe
21:20:16,5,Checking,Safe
21:20:18,5,Checking,Safe
21:20:20,5,Checking,Safe
21:20:21,2,Checking,Safe
21:20:23,5,Checking,Safe
21:20:25,5,Checking,Safe
21:20:26,5,Checking,Safe
21:20:28,5,Checking,Safe
21:20:30,5,Checking,Safe
21:20:32,5,Checking,Safe
21:20:34,5,Checking,Safe
21:20:36,2,Checking,Safe
21:20:38,5,Checking,Safe
21:20:40,5,Checking,Safe
20:23:35,16,Checking,Safe
20:23:37,16,Checking,Safe
20:23:39,16,Checking,Safe
20:23:40,16,Checking,Safe
20:23:42,16,Checking,Safe
20:23:44,16,Checking,Safe
20:23:46,16,Checking,Safe
20:23:48,16,Checking,Safe
20:23:49,19,Checking,Safe
20:23:51,16,Checking,Safe
20:23:53,19,Checking,Safe
20:23:55,16,Checking,Safe
20:23:57,15,Checking,Safe
20:23:59,16,Checking,Safe
20:24:01,16,Checking,Safe
20:24:02,16,Unauthorised,Safe
20:24:04,16,Unauthorised,Safe
20:24:06,16,Unauthorised,Safe
20:24:08,16,Unauthorised,Safe
20:24:09,16,Unauthorised,Safe
20:24:11,16,Unauthorised,Safe
20:24:13,16,Unauthorised,Safe
20:24:14,16,Unauthorised,Safe
20:24:16,16,Unauthorised,Safe
20:24:18,16,Unauthorised,Safe
20:24:20,16,Checking,Safe
20:24:22,16,Unauthorised,Safe
20:24:24,19,Unauthorised,Safe
20:24:25,16,Unauthorised,Safe
20:24:27,19,Unauthorised,Safe
20:24:29,16,Unauthorised,Safe
20:24:31,16,Unauthorised,Safe
20:24:32,16,Unauthorised,Safe
20:24:34,16,Unauthorised,Safe
20:24:36,16,Unauthorised,Safe
20:24:38,16,Unauthorised,Safe
20:24:40,19,Checking,Safe
20:24:42,16,Unauthorised,Safe
20:24:44,16,Unauthorised,Safe
20:24:45,16,Unauthorised,Safe
20:24:47,16,Unauthorised,Safe
20:24:49,16,Unauthorised,Safe
20:24:51,16,Unauthorised,Safe
20:24:52,16,Unauthorised,Safe
20:24:54,20,Unauthorised,Safe
20:24:56,19,Unauthorised,Safe
20:24:58,16,Unauthorised,Safe
20:25:00,16,Unauthorised,Safe
20:25:01,16,Unauthorised,Safe
20:55:02,9,Checking,Safe
20:55:04,9,Checking,Safe
20:55:06,9,Checking,Safe
20:55:07,9,Checking,Safe
20:55:09,16,Checking,Safe
20:55:11,9,Checking,Safe
20:55:13,11,Checking,Safe
20:55:14,9,Checking,Safe
20:55:16,9,Checking,Safe
20:55:18,9,Checking,Safe
20:55:19,9,Checking,Safe
20:55:27,9,Authorised,Safe
20:55:28,12,Authorised,Safe
20:55:30,10,Authorised,Safe
20:55:32,9,Authorised,Safe
20:55:33,9,Authorised,Safe
20:55:35,18,Authorised,Safe
20:55:37,16,Authorised,Safe
20:55:39,16,Authorised,Safe
20:55:40,16,Authorised,Safe
20:55:42,16,Checking,Safe
20:55:44,16,Checking,Safe
20:55:46,16,Checking,Safe
20:55:48,16,Unauthorised,Safe
20:55:49,16,Unauthorised,Safe
20:55:51,16,Unauthorised,Safe
20:55:53,16,Unauthorised,Safe
20:55:54,16,Unauthorised,Safe
20:55:56,16,Unauthorised,Safe
20:55:58,16,Unauthorised,Safe
20:56:00,16,Unauthorised,Safe
20:56:01,16,Unauthorised,Safe
20:56:03,16,Unauthorised,Safe
20:56:05,15,Unauthorised,Safe
20:56:07,16,Unauthorised,Safe
20:56:08,16,Unauthorised,Safe
20:56:10,16,Unauthorised,Safe
20:56:12,16,Unauthorised,Safe
20:56:13,16,Unauthorised,Safe
20:56:15,16,Unauthorised,Safe
20:56:17,16,Unauthorised,Safe
20:56:19,16,Unauthorised,Safe
20:56:20,16,Unauthorised,Safe
20:56:23,16,Checking,Safe
20:56:24,16,Checking,Safe
20:56:26,15,Checking,Safe
20:56:28,16,Unauthorised,Safe
20:56:30,16,Unauthorised,Safe
20:56:31,16,Unauthorised,Safe
20:56:33,16,Unauthorised,Safe
20:56:35,16,Unauthorised,Safe
20:56:37,16,Unauthorised,Safe
20:57:42,16,Checking,Safe
20:57:44,16,Checking,Safe
20:57:45,16,Checking,Safe
20:57:47,16,Checking,Safe
20:57:49,43,Checking,Safe
20:57:50,32,Checking,Safe
20:57:52,32,Checking,Safe
20:57:54,32,Checking,Safe
20:57:56,0,Checking,Safe
20:57:58,17,Checking,Safe
20:58:00,32,Checking,Safe
20:58:03,28,Checking,Safe
20:58:06,28,Unauthorised,Safe
20:58:08,28,Unauthorised,Safe
20:58:11,32,Unauthorised,Safe
20:58:13,28,Unauthorised,Safe
20:58:16,28,Unauthorised,Safe
20:58:18,28,Unauthorised,Safe
20:58:20,32,Unauthorised,Safe
20:58:22,28,Unauthorised,Safe
20:58:25,28,Unauthorised,Safe
20:58:28,28,Unauthorised,Safe
20:58:30,28,Checking,Safe
20:58:33,28,Unauthorised,Safe
20:58:35,28,Unauthorised,Safe
20:58:38,28,Unauthorised,Safe
20:58:40,28,Unauthorised,Safe
20:58:43,28,Unauthorised,Safe
20:58:45,28,Unauthorised,Safe
20:58:48,54,Unauthorised,Safe
20:58:49,32,Unauthorised,Safe
20:58:51,31,Unauthorised,Safe
20:58:53,28,Unauthorised,Safe
20:58:55,28,Checking,Safe
20:59:03,28,Authorised,Safe
20:59:05,28,Authorised,Safe
20:59:06,32,Authorised,Safe
20:59:08,28,Authorised,Safe
20:59:10,28,Authorised,Safe
20:59:12,28,Authorised,Safe
20:59:13,28,Authorised,Safe
20:59:15,28,Authorised,Safe
20:59:17,28,Authorised,Safe
20:59:18,28,Unauthorised,Safe
20:59:20,28,Unauthorised,Safe
20:59:22,28,Unauthorised,Safe
20:59:24,28,Unauthorised,Safe
20:59:25,28,Unauthorised,Safe
20:59:27,28,Unauthorised,Safe
21:04:50,28,Checking,Safe
21:04:52,28,Checking,Safe
21:04:53,28,Checking,Safe
21:04:55,28,Checking,Safe
21:04:57,28,Checking,Safe
21:04:58,28,Checking,Safe
21:05:00,28,Checking,Safe
21:05:02,28,Checking,Safe
21:05:04,28,Checking,Safe
21:05:05,28,Checking,Safe
21:05:07,28,Checking,Safe
21:05:09,28,Checking,Safe
21:05:10,28,Checking,Safe
21:05:12,28,Checking,Safe
21:05:14,28,Checking,Safe
21:05:16,28,Unauthorised,Safe
21:05:18,28,Unauthorised,Safe
